FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8084252.txt,https://alphadealsmarketing.com/webfr,37,alphadealsmarketing.com,23,0,com,62.86167261,1.0,0.5229071,0.055794372,3,0,0,0,0.0,27,0.73,0,0.0,0,0,0,2,0.054,1,15,155,1,alphadealsmarketingwebfr,0.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8077083.txt,https://stoz4orjs.web.app/,26,stoz4orjs.web.app,17,0,app,58.13148789,0.461538462,0.001502,0.0466283,3,1,0,0,0.0,14,0.538,1,0.038,0,0,0,3,0.115,1,2,2278,1,stoz4orjsweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
8090517.txt,https://att-105423.weeblysite.com/,34,att-105423.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044097426,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,276,20515,1,att-105423weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,10,1,0,4,0
8082615.txt,https://penninejuniors.co.uk/wp-includes/block-supports/chev/railwaypass/a8fcc6a71a763d0c4/default.php,102,penninejuniors.co.uk,20,0,uk,16.22358295,0.882352941,0.028555,0.04696591,2,1,0,0,0.0,74,0.725,9,0.088,0,0,0,11,0.108,1,2,110,0,0,0.0,1.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900304.txt,https://www.ardentisys.com,25,www.ardentisys.com,18,0,com,100.0,1.0,0.5229071,0.061602477,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,677,9811,1,ardentisys,100.0,100.0,0,1,1,0,0,1,0,4,1,1,1,1,0,0,0,0,1,30,17,36,70,1,57,1
mw135180.txt,http://www.eblagh-irn.ml,23,www.eblagh-irn.ml,17,0,ml,55.0295858,0.7,0.0001306,0.053349789,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,20,211,1,eblagh-irn,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw209964.txt,http://www.logsstore.com,23,www.logsstore.com,17,0,com,75.74786325,1.0,0.5229071,0.069912781,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,478,1,logsstore,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw62502.txt,http://www.tvrfekxqrtvpqzr5tvrfdu5evt0.blogspot.com,50,www.tvrfekxqrtvpqzr5tvrfdu5evt0.blogspot.com,44,0,com,36.62421948,0.472222222,0.5229071,0.039138857,3,2,0,0,0.0,34,0.68,3,0.06,0,0,0,2,0.04,0,334,36298,1,tvrfekxqrtvpqzr5tvrfdu5evt0blogspot,0.0,0.0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,1,4,3,3,3,0,13,0
71213.txt,https://www.ans.iastate.edu,26,www.ans.iastate.edu,19,0,edu,100.0,0.727272727,0.0115013,0.066332245,3,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1366,603,1,ansiastate,0.0,0.0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,10,9,2,54,0,47,1
454824.txt,https://www.ikegami.co.jp,24,www.ikegami.co.jp,17,0,jp,100.0,0.8,0.0230451,0.058445355,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1164,15137,1,ikegamico,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,123,41,42,219,0,251,1
mw154118.txt,http://www.aaimac.com,20,www.aaimac.com,14,0,com,80.36363636,1.0,0.5229071,0.077198666,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,2,30,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881707.txt,https://www.ogsgs.org,20,www.ogsgs.org,13,0,org,100.0,1.0,0.0799628,0.062086655,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,187,413,1,ogsgs,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,27,0,7,1
8046842.txt,https://sparkasse-onlinedienste.de/personendaten-aktualisieren,62,sparkasse-onlinedienste.de,26,0,de,30.260631,0.608695652,0.0326503,0.062780519,2,0,0,0,0.0,50,0.806,0,0.0,0,0,0,4,0.065,1,13,124,1,sparkasse-onlinedienstepersonendaten-aktualisieren,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
221425.txt,https://www.djhardwell.com,25,www.djhardwell.com,18,0,com,100.0,1.0,0.5229071,0.049568279,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1107,2957,1,djhardwell,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,32,1,5,16,2,139,1
557805.txt,https://www.abarta.com,21,www.abarta.com,14,0,com,100.0,1.0,0.5229071,0.069966075,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,368,8047,1,abarta,100.0,100.0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,10,15,25,39,0,25,1
167798.txt,https://www.dikaiologitika.gr,28,www.dikaiologitika.gr,21,0,gr,100.0,1.0,0.0016589,0.055830028,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2261,2714,1,dikaioloitika,0.0,0.0,1,0,1,1,0,1,2,3,1,1,1,1,0,0,1,0,1,123,3,15,328,0,78,1
8133481.txt,https://infura-ipfs.io/ipfs/qmdxwua5mtcpqfrcqpbuup8sqyncyanha4dqz9dalye5jx/index1.html,86,infura-ipfs.io,14,0,io,11.78438569,0.636363636,0.0129268,0.03771695,2,0,0,0,0.0,66,0.767,6,0.07,0,0,0,6,0.07,1,4,112,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413431.txt,https://www.msnairport.com,25,www.msnairport.com,18,0,com,100.0,1.0,0.5229071,0.06679352,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,767,440,1,msnairport,100.0,100.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,6,2,11,124,11,18,1
517818.txt,https://www.telcomhistory.org,28,www.telcomhistory.org,21,0,org,100.0,1.0,0.0799628,0.064315499,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1486,2878,1,telcomhisty,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,34,16,27,121,1,124,1
mw13139.txt,http://www.connsec.publicvm.com,30,www.connsec.publicvm.com,24,0,com,55.5,0.5625,0.5229071,0.059693965,3,2,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0,69,322,1,nnsecpublicvm,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
724126.txt,https://www.aidsmemorial.info,28,www.aidsmemorial.info,21,0,info,100.0,1.0,0.0075051,0.062087048,4,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2312,483,1,aidsmemorial,100.0,100.0,1,0,1,0,0,1,173,0,0,0,1,0,0,0,0,0,0,354,2,6,237,0,238,1
mw168765.txt,http://www.i-cooker.com,23,www.i-cooker.com,16,0,com,82.69230769,0.875,0.5229071,0.074542392,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,14,654,1,i-cooker,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mw62563.txt,http://www.nid.moue.naver-active.online,38,www.nid.moue.naver-active.online,32,0,online,41.07387811,0.333333333,0.0008457,0.062391143,6,3,0,0,0.0,23,0.605,0,0.0,0,0,0,4,0.105,0,2,47,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8126620.txt,https://id8237482374712374123.web.app/,38,id8237482374712374123.web.app,29,0,app,37.1066191,0.92,0.001502,0.01381093,3,1,0,0,0.0,8,0.211,19,0.5,0,0,0,3,0.079,1,6,90,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw76616.txt,http://www.jeniusbank.co.uk,26,www.jeniusbank.co.uk,20,0,uk,74.08088235,0.846153846,0.028555,0.052961506,2,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,3,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000026.txt,https://defi-connector.web.app/,30,defi-connector.web.app,22,0,app,51.08333333,0.555555556,0.001502,0.059192424,3,1,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,1,3,942,1,defi-connectorweb,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0
49196.txt,https://www.yamaha-mf.or.jp,26,www.yamaha-mf.or.jp,19,0,jp,100.0,0.583333333,0.0230451,0.053665967,2,2,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,627,531,1,yamaha-mfor,0.0,0.0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,26,3,9,204,1,21,1
8112693.txt,http://jppostum.com,19,jppostum.com,12,0,com,73.18376068,1.0,0.5229071,0.054470513,3,0,0,0,0.0,11,0.579,0,0.0,0,0,0,1,0.053,0,11,71,1,jppostum,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8048590.txt,https://ymailuser6.godaddysites.com/,36,ymailuser6.godaddysites.com,27,0,com,43.56261023,0.608695652,0.5229071,0.055000264,3,1,0,0,0.0,24,0.667,1,0.028,0,0,0,3,0.083,1,82,10150,1,ymailuser6godaddysites,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,4,2,0,2,0
mw66851.txt,http://www.j86161a81a0b1d25f4963a1d2212c8c067.ws,47,www.j86161a81a0b1d25f4963a1d2212c8c067.ws,41,0,ws,16.33155204,0.176470588,0.0003477,0.015408515,2,1,0,0,0.0,11,0.234,24,0.511,0,0,0,1,0.021,0,13,244,1,j86161a81a0b1d25f4963a1d2212c8c067,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oph08752.txt,https://onlinequranteaching.com/public/gpmuaa8bd9ysfvbai1b5iijligmk7uzy,71,onlinequranteaching.com,23,0,com,32.404258,1.0,0.5229071,0.044385202,3,0,0,0,0.0,55,0.775,5,0.07,0,0,0,3,0.042,1,13,115,1,onlinequranteachingpublicgpmuaa8bd9ysfvbai1b5iijligmk7uzy,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
811998.txt,https://www.jabaco.org,21,www.jabaco.org,14,0,org,100.0,1.0,0.0799628,0.066402158,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,140,690,1,jabaco,100.0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,26,0,26,1
8061534.txt,https://aol-102914.weeblysite.com/,34,aol-102914.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045744429,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,20152,1,aol-102914weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
mw76581.txt,http://www.xctech.world,22,www.xctech.world,16,0,world,60.57692308,1.0,0.0002282,0.053600205,5,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,9,50,1,xctech,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647577.txt,https://www.decorze.com,22,www.decorze.com,15,0,com,100.0,1.0,0.5229071,0.069629964,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,7116,18627,1,derze,0.0,0.0,1,0,1,0,0,1,0,119,0,1,1,0,1,1,1,0,1,157,3,29,245,0,112,1
mw54538.txt,http://www.christianj.ga,23,www.christianj.ga,17,0,ga,85.96787828,1.0,0.0002256,0.051728166,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,20,211,1,christianj,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406340.txt,https://www.servoy.com,21,www.servoy.com,14,0,com,100.0,1.0,0.5229071,0.063668547,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,3878,8047,1,servoy,100.0,100.0,0,1,1,0,0,0,0,9,0,1,1,1,1,0,0,0,1,42,17,32,91,10,100,1
112602.txt,https://www.seemonterey.com,26,www.seemonterey.com,19,0,com,100.0,1.0,0.5229071,0.072415716,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,10706,4003,1,seemonterey,100.0,100.0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,1,124,34,18,1085,17,349,1
901852.txt,https://www.pinoynewsmagazine.com,32,www.pinoynewsmagazine.com,25,0,com,100.0,1.0,0.5229071,0.058889705,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,900,573,1,pinoynewsmagazine,100.0,100.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,20,2,1,3,0,26,1
229444.txt,https://www.cooppower.coop,25,www.cooppower.coop,18,0,coop,100.0,1.0,0.0001617,0.072501853,4,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2057,13815,1,ppower,66.66666667,66.66666667,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,30,4,15,67,12,12,1
85026.txt,https://www.nineoclock.ro,24,www.nineoclock.ro,17,0,ro,100.0,1.0,0.001523,0.067212804,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,4961,21946,1,nineoclock,100.0,100.0,0,1,1,0,0,1,0,15,0,1,1,1,1,0,1,0,1,48,15,33,207,19,213,1
734826.txt,https://www.djsoft.net,21,www.djsoft.net,14,0,net,100.0,1.0,0.0384199,0.051344498,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,338,3663,1,djsoft,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,26,2,3,38,1,17,1
498055.txt,https://www.fabkids.com,22,www.fabkids.com,15,0,com,100.0,1.0,0.5229071,0.05103372,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1306,15453,1,fabkids,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,1,0,1,0,1,35,16,18,45,1,38,1
659117.txt,https://www.ravefashiongoddess.com,33,www.ravefashiongoddess.com,26,0,com,100.0,1.0,0.5229071,0.060498163,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3006,5071,1,ravefashiongoddess,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,65,2,22,134,0,38,1
mw12501.txt,http://www.eiwaggff.com,22,www.eiwaggff.com,16,0,com,66.66666667,1.0,0.5229071,0.050644006,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,119,320,1,eiwaggff,100.0,100.0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,4,0
440229.txt,https://www.gepr.org,19,www.gepr.org,12,0,org,100.0,1.0,0.0799628,0.061557444,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,990,8047,1,gepr,100.0,100.0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,42,8,8,318,0,321,1
8123857.txt,https://chart-way.web.app/,26,chart-way.web.app,17,0,app,58.90042291,0.461538462,0.001502,0.04685548,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,4,0.154,1,10,121,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381818.txt,https://www.corendonairlines.com,31,www.corendonairlines.com,24,0,com,100.0,1.0,0.5229071,0.070306948,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,3697,16262,1,rendonairlines,87.5,87.5,1,0,1,0,0,1,0,3,0,1,1,1,1,1,1,0,0,46,2,7,152,5,68,1
8112180.txt,https://etyemenspstle.web.app/,30,etyemenspstle.web.app,21,0,app,45.20833333,0.823529412,0.001502,0.054467686,3,1,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,1,14,100,1,etyemenspstleweb,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
547542.txt,https://www.howardhall.com,25,www.howardhall.com,18,0,com,100.0,1.0,0.5229071,0.056432254,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,259,1025,1,howardhall,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16,6,11,42,0,53,1
889726.txt,https://www.abayoflife.com,25,www.abayoflife.com,18,0,com,100.0,1.0,0.5229071,0.058517273,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3627,8047,1,abayoflife,100.0,100.0,0,1,1,0,0,0,0,8,1,0,1,1,0,0,0,0,1,14,14,23,36,0,42,1
850849.txt,https://www.clearwatertimes.com,30,www.clearwatertimes.com,23,0,com,100.0,1.0,0.5229071,0.067552413,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1904,32259,1,clearwatertimes,100.0,100.0,1,1,1,0,0,1,0,5,0,1,1,1,0,1,0,1,1,42,9,17,365,2,311,1
750543.txt,https://www.godalmingmuseum.org.uk,33,www.godalmingmuseum.org.uk,26,0,uk,100.0,0.842105263,0.028555,0.055417527,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,243,383,1,godalmingmsemorg,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,1,7,29,0,29,1
163105.txt,https://www.marimedia.ru,23,www.marimedia.ru,16,0,ru,100.0,1.0,0.0180132,0.065692797,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,792,10279,1,maimedia,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,53,9,4,72,2,68,1
8059387.txt,https://webmail-103924.weeblysite.com/,38,webmail-103924.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044272441,3,1,0,0,0.0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,19963,1,webmail-103924weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
782860.txt,https://www.dknews-dz.com,24,www.dknews-dz.com,17,0,com,100.0,0.777777778,0.5229071,0.047001277,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1130,1612,1,dknews-dz,100.0,100.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,39,17,6,105,24,5,1
652963.txt,https://www.katedatingcoaching.com,33,www.katedatingcoaching.com,26,0,com,100.0,1.0,0.5229071,0.06178094,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3409,14922,1,katedatingaching,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,52,2,14,43,0,18,1
8054414.txt,https://load-delay-wait.web.app/,32,load-delay-wait.web.app,23,0,app,43.10018904,0.315789474,0.001502,0.0515782,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,5,0.156,1,9,109,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757743.txt,https://www.commissioner.ie,26,www.commissioner.ie,19,0,ie,100.0,1.0,0.0015878,0.070101078,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,981,1946,1,commssoner,0.0,0.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,21,19,15,47,3,6,1
8024066.txt,https://web998882.7837733.repl.co/,33,web998882.7837733.repl.co,25,0,co,32.39384615,0.545454545,0.0059772,0.024088749,2,2,0,0,0.0,9,0.273,13,0.394,0,0,0,3,0.091,1,198,869,1,web9988827837733repl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
518286.txt,https://www.haywardrec.org,25,www.haywardrec.org,18,0,org,100.0,1.0,0.0799628,0.057711058,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3509,1220,1,haywardrec,100.0,100.0,1,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,1,1,32,20,62,0,13,1
618120.txt,https://www.toyroom.in,21,www.toyroom.in,14,0,in,100.0,1.0,0.0050842,0.070359816,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,3548,13259,1,toyroom,100.0,100.0,0,0,1,0,0,1,0,21,0,0,1,1,1,1,1,0,1,149,5,22,50,0,12,1
871363.txt,https://www.worldkidneycancerday.org,35,www.worldkidneycancerday.org,28,0,org,100.0,1.0,0.0799628,0.056572376,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,2927,9495,1,wldkidneycancerday,0.0,0.0,0,1,1,1,0,1,0,11,0,1,1,1,0,0,0,0,0,17,6,68,49,3,24,1
61279.txt,https://www.palmbeachillustrated.com,35,www.palmbeachillustrated.com,28,0,com,100.0,1.0,0.5229071,0.058488434,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,3474,9183,1,palmbeachillustrated,100.0,100.0,1,1,0,1,0,0,0,3,0,1,1,0,1,0,1,0,1,41,3,20,32,12,84,1
694557.txt,https://www.chateaux-france.com,30,www.chateaux-france.com,23,0,com,100.0,0.6,0.5229071,0.062085149,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,420,1018,1,chateaux-france,100.0,100.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,7,1,2,48,0,16,1
mw3124.txt,http://www.mediahitech.com,25,www.mediahitech.com,19,0,com,80.44444444,1.0,0.5229071,0.063829649,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,2,88,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121394.txt,https://www.oneworldobservatory.com,34,www.oneworldobservatory.com,27,0,com,100.0,1.0,0.5229071,0.063386044,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,564,8047,1,oneworldobservatory,100.0,100.0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,15,10,16,90,1,73,1
418667.txt,https://www.dombauwien.at,24,www.dombauwien.at,17,0,at,100.0,1.0,0.0038776,0.05756657,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,354,1744,1,dombuwien,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,10,18,47,3,54,1
8128150.txt,https://liudevit.arekhasnik.pl/add/email@example.com,52,liudevit.arekhasnik.pl,22,0,pl,27.13957759,0.578947368,0.0069695,0.055612074,2,1,0,0,0.0,38,0.731,0,0.0,0,0,0,6,0.115,1,95,394,1,liudevitarekhasnikaddemail@examecom,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
722774.txt,https://www.997wpro.com,22,www.997wpro.com,15,0,com,100.0,1.0,0.5229071,0.041961883,3,1,0,0,0.0,6,0.273,3,0.136,0,0,0,1,0.045,1,1306,8047,1,997wpro,100.0,100.0,0,1,1,1,1,1,1,4,0,1,1,1,0,0,1,0,1,37,26,58,72,0,119,1
380826.txt,https://www.gsksmo.org,21,www.gsksmo.org,14,0,org,100.0,1.0,0.0799628,0.060506869,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1680,1123,1,gsksmo,100.0,100.0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,28,10,29,53,0,14,1
604012.txt,https://www.ortoblog.com,23,www.ortoblog.com,16,0,com,100.0,1.0,0.5229071,0.069345103,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1351,27221,1,ortoblog,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,46,27,49,179,0,182,1
105390.txt,https://www.riverreporter.com,28,www.riverreporter.com,21,0,com,100.0,1.0,0.5229071,0.067396789,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,3344,370,1,riverreporter,100.0,100.0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,42,14,27,202,0,31,1
8012619.txt,http://fsihzoejkq.duckdns.org,28,fsihzoejkq.duckdns.org,22,0,org,51.1342155,0.611111111,0.0799628,0.044006696,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0,2,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025473.txt,http://radiocampusrouen.fr/wp-includes/cashed/index.html,55,radiocampusrouen.fr,19,0,fr,39.72511454,1.0,0.0141483,0.054908052,2,0,0,0,0.0,42,0.764,0,0.0,0,0,0,6,0.109,0,9,119,1,radiocampusrouenwp-includescashedindexhtm,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155842.txt,https://www.foodepedia.co.uk,27,www.foodepedia.co.uk,20,0,uk,100.0,0.846153846,0.028555,0.064287365,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,416,9560,1,foodepediaco,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,18,14,14,81,0,85,1
452560.txt,https://www.euclid.int,21,www.euclid.int,14,0,int,100.0,1.0,0.0001586,0.056422617,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1604,1310,1,euclid,100.0,100.0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,86,11,17,152,16,265,1
56191.txt,https://www.eif.org,18,www.eif.org,11,0,org,100.0,1.0,0.0799628,0.066411996,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,286,7081,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,4,19,19,153,1,15,1
